precinct,state,locality,geo
"005 ATGLEN",PA,Chester,42029-ATGLEN
01-01,PA,Philadelphia,"42101-PHILADELPHIA 01-01"
01-02,PA,Philadelphia,"42101-PHILADELPHIA 01-02"
01-03,PA,Philadelphia,"42101-PHILADELPHIA 01-03"
01-04,PA,Philadelphia,"42101-PHILADELPHIA 01-04"
01-05,PA,Philadelphia,"42101-PHILADELPHIA 01-05"
01-06,PA,Philadelphia,"42101-PHILADELPHIA 01-06"
01-07,PA,Philadelphia,"42101-PHILADELPHIA 01-07"
01-08,PA,Philadelphia,"42101-PHILADELPHIA 01-08"
01-09,PA,Philadelphia,"42101-PHILADELPHIA 01-09"
01-10,PA,Philadelphia,"42101-PHILADELPHIA 01-10"
01-11,PA,Philadelphia,"42101-PHILADELPHIA 01-11"
01-12,PA,Philadelphia,"42101-PHILADELPHIA 01-12"
01-13,PA,Philadelphia,"42101-PHILADELPHIA 01-13"
01-14,PA,Philadelphia,"42101-PHILADELPHIA 01-14"
01-15,PA,Philadelphia,"42101-PHILADELPHIA 01-15"
01-16,PA,Philadelphia,"42101-PHILADELPHIA 01-16"
01-17,PA,Philadelphia,"42101-PHILADELPHIA 01-17"
01-18,PA,Philadelphia,"42101-PHILADELPHIA 01-18"
01-19,PA,Philadelphia,"42101-PHILADELPHIA 01-19"
01-20,PA,Philadelphia,"42101-PHILADELPHIA 01-20"
01-21,PA,Philadelphia,"42101-PHILADELPHIA 01-21"
"010 AVONDALE",PA,Chester,42029-AVONDALE
"014 BIRMINGHAM 1",PA,Chester,"42029-BIRMINGHAM 1"
"015 BIRMINGHAM 2",PA,Chester,"42029-BIRMINGHAM 2"
02-01,PA,Philadelphia,"42101-PHILADELPHIA 02-01"
02-02,PA,Philadelphia,"42101-PHILADELPHIA 02-02"
02-03,PA,Philadelphia,"42101-PHILADELPHIA 02-03"
02-04,PA,Philadelphia,"42101-PHILADELPHIA 02-04"
02-05,PA,Philadelphia,"42101-PHILADELPHIA 02-05"
02-06,PA,Philadelphia,"42101-PHILADELPHIA 02-06"
02-07,PA,Philadelphia,"42101-PHILADELPHIA 02-07"
02-08,PA,Philadelphia,"42101-PHILADELPHIA 02-08"
02-09,PA,Philadelphia,"42101-PHILADELPHIA 02-09"
02-10,PA,Philadelphia,"42101-PHILADELPHIA 02-10"
02-11,PA,Philadelphia,"42101-PHILADELPHIA 02-11"
02-12,PA,Philadelphia,"42101-PHILADELPHIA 02-12"
02-13,PA,Philadelphia,"42101-PHILADELPHIA 02-13"
02-14,PA,Philadelphia,"42101-PHILADELPHIA 02-14"
02-15,PA,Philadelphia,"42101-PHILADELPHIA 02-15"
02-16,PA,Philadelphia,"42101-PHILADELPHIA 02-16"
02-17,PA,Philadelphia,"42101-PHILADELPHIA 02-17"
02-18,PA,Philadelphia,"42101-PHILADELPHIA 02-18"
02-19,PA,Philadelphia,"42101-PHILADELPHIA 02-19"
02-20,PA,Philadelphia,"42101-PHILADELPHIA 02-20"
02-21,PA,Philadelphia,"42101-PHILADELPHIA 02-21"
02-22,PA,Philadelphia,"42101-PHILADELPHIA 02-22"
02-23,PA,Philadelphia,"42101-PHILADELPHIA 02-23"
02-24,PA,Philadelphia,"42101-PHILADELPHIA 02-24"
02-25,PA,Philadelphia,"42101-PHILADELPHIA 02-25"
02-26,PA,Philadelphia,"42101-PHILADELPHIA 02-26"
02-27,PA,Philadelphia,"42101-PHILADELPHIA 02-27"
02-28,PA,Philadelphia,"42101-PHILADELPHIA 02-28"
02-29,PA,Philadelphia,"42101-PHILADELPHIA 02-29"
"020 E BRADFORD N-1",PA,Chester,"42029-E BRADFORD N-1"
"021 E BRADFORD N-2",PA,Chester,"42029-E BRADFORD N-2"
"023 E BRADFORD S-1",PA,Chester,"42029-E BRADFORD S-1"
"024 E BRADFORD S-2",PA,Chester,"42029-E BRADFORD S-2"
"025 W BRADFORD 1",PA,Chester,"42029-W BRADFORD 1"
03-01,PA,Philadelphia,"42101-PHILADELPHIA 03-01"
03-02,PA,Philadelphia,"42101-PHILADELPHIA 03-02"
03-03,PA,Philadelphia,"42101-PHILADELPHIA 03-03"
03-04,PA,Philadelphia,"42101-PHILADELPHIA 03-04"
03-05,PA,Philadelphia,"42101-PHILADELPHIA 03-05"
03-06,PA,Philadelphia,"42101-PHILADELPHIA 03-06"
03-07,PA,Philadelphia,"42101-PHILADELPHIA 03-07"
03-08,PA,Philadelphia,"42101-PHILADELPHIA 03-08"
03-09,PA,Philadelphia,"42101-PHILADELPHIA 03-09"
03-10,PA,Philadelphia,"42101-PHILADELPHIA 03-10"
03-11,PA,Philadelphia,"42101-PHILADELPHIA 03-11"
03-12,PA,Philadelphia,"42101-PHILADELPHIA 03-12"
03-13,PA,Philadelphia,"42101-PHILADELPHIA 03-13"
03-14,PA,Philadelphia,"42101-PHILADELPHIA 03-14"
03-15,PA,Philadelphia,"42101-PHILADELPHIA 03-15"
03-16,PA,Philadelphia,"42101-PHILADELPHIA 03-16"
03-17,PA,Philadelphia,"42101-PHILADELPHIA 03-17"
03-18,PA,Philadelphia,"42101-PHILADELPHIA 03-18"
03-19,PA,Philadelphia,"42101-PHILADELPHIA 03-19"
03-20,PA,Philadelphia,"42101-PHILADELPHIA 03-20"
03-21,PA,Philadelphia,"42101-PHILADELPHIA 03-21"
03-22,PA,Philadelphia,"42101-PHILADELPHIA 03-22"
"030 W BRADFORD 2",PA,Chester,"42029-W BRADFORD 2"
"031 W BRADFORD 3",PA,Chester,"42029-W BRADFORD 3"
"032 W BRADFORD 4",PA,Chester,"42029-W BRADFORD 4"
"033 W BRADFORD 5",PA,Chester,"42029-W BRADFORD 5"
"035 E BRANDYWINE N-1",PA,Chester,"42029-E BRANDYWINE N-1"
"036 E BRANDYWINE N-2",PA,Chester,"42029-E BRANDYWINE N-2"
"038 E BRANDYWINE S",PA,Chester,"42029-E BRANDYWINE S"
04-01,PA,Philadelphia,"42101-PHILADELPHIA 04-01"
04-02,PA,Philadelphia,"42101-PHILADELPHIA 04-02"
04-03,PA,Philadelphia,"42101-PHILADELPHIA 04-03"
04-04,PA,Philadelphia,"42101-PHILADELPHIA 04-04"
04-05,PA,Philadelphia,"42101-PHILADELPHIA 04-05"
04-06,PA,Philadelphia,"42101-PHILADELPHIA 04-06"
04-07,PA,Philadelphia,"42101-PHILADELPHIA 04-07"
04-08,PA,Philadelphia,"42101-PHILADELPHIA 04-08"
04-09,PA,Philadelphia,"42101-PHILADELPHIA 04-09"
04-10,PA,Philadelphia,"42101-PHILADELPHIA 04-10"
04-11,PA,Philadelphia,"42101-PHILADELPHIA 04-11"
04-12,PA,Philadelphia,"42101-PHILADELPHIA 04-12"
04-13,PA,Philadelphia,"42101-PHILADELPHIA 04-13"
04-14,PA,Philadelphia,"42101-PHILADELPHIA 04-14"
04-15,PA,Philadelphia,"42101-PHILADELPHIA 04-15"
04-16,PA,Philadelphia,"42101-PHILADELPHIA 04-16"
04-17,PA,Philadelphia,"42101-PHILADELPHIA 04-17"
04-18,PA,Philadelphia,"42101-PHILADELPHIA 04-18"
04-19,PA,Philadelphia,"42101-PHILADELPHIA 04-19"
04-20,PA,Philadelphia,"42101-PHILADELPHIA 04-20"
04-21,PA,Philadelphia,"42101-PHILADELPHIA 04-21"
"040 W BRANDYWINE E-1",PA,Chester,"42029-W BRANDYWINE E-1"
"041 W BRANDYWINE E-2",PA,Chester,"42029-W BRANDYWINE E-2"
"043 W BRANDYWINE W",PA,Chester,"42029-W BRANDYWINE W"
"045 CALN 1",PA,Chester,"42029-CALN 1"
05-01,PA,Philadelphia,"42101-PHILADELPHIA 05-01"
05-02,PA,Philadelphia,"42101-PHILADELPHIA 05-02"
05-03,PA,Philadelphia,"42101-PHILADELPHIA 05-03"
05-04,PA,Philadelphia,"42101-PHILADELPHIA 05-04"
05-05,PA,Philadelphia,"42101-PHILADELPHIA 05-05"
05-06,PA,Philadelphia,"42101-PHILADELPHIA 05-06"
05-07,PA,Philadelphia,"42101-PHILADELPHIA 05-07"
05-08,PA,Philadelphia,"42101-PHILADELPHIA 05-08"
05-09,PA,Philadelphia,"42101-PHILADELPHIA 05-09"
05-10,PA,Philadelphia,"42101-PHILADELPHIA 05-10"
05-11,PA,Philadelphia,"42101-PHILADELPHIA 05-11"
05-12,PA,Philadelphia,"42101-PHILADELPHIA 05-12"
05-13,PA,Philadelphia,"42101-PHILADELPHIA 05-13"
05-14,PA,Philadelphia,"42101-PHILADELPHIA 05-14"
05-15,PA,Philadelphia,"42101-PHILADELPHIA 05-15"
05-16,PA,Philadelphia,"42101-PHILADELPHIA 05-16"
05-17,PA,Philadelphia,"42101-PHILADELPHIA 05-17"
05-18,PA,Philadelphia,"42101-PHILADELPHIA 05-18"
05-19,PA,Philadelphia,"42101-PHILADELPHIA 05-19"
05-20,PA,Philadelphia,"42101-PHILADELPHIA 05-20"
05-21,PA,Philadelphia,"42101-PHILADELPHIA 05-21"
05-22,PA,Philadelphia,"42101-PHILADELPHIA 05-22"
05-23,PA,Philadelphia,"42101-PHILADELPHIA 05-23"
05-24,PA,Philadelphia,"42101-PHILADELPHIA 05-24"
05-25,PA,Philadelphia,"42101-PHILADELPHIA 05-25"
05-26,PA,Philadelphia,"42101-PHILADELPHIA 05-26"
05-27,PA,Philadelphia,"42101-PHILADELPHIA 05-27"
05-28,PA,Philadelphia,"42101-PHILADELPHIA 05-28"
05-29,PA,Philadelphia,"42101-PHILADELPHIA 05-29"
05-30,PA,Philadelphia,"42101-PHILADELPHIA 05-30"
05-31,PA,Philadelphia,"42101-PHILADELPHIA 05-31"
05-32,PA,Philadelphia,"42101-PHILADELPHIA 05-32"
05-33,PA,Philadelphia,"42101-PHILADELPHIA 05-33"
05-34,PA,Philadelphia,"42101-PHILADELPHIA 05-34"
05-35,PA,Philadelphia,"42101-PHILADELPHIA 05-35"
05-36,PA,Philadelphia,"42101-PHILADELPHIA 05-36"
05-37,PA,Philadelphia,"42101-PHILADELPHIA 05-37"
"050 CALN 2",PA,Chester,"42029-CALN 2"
"053 CALN 3",PA,Chester,"42029-CALN 3"
"054 CALN 4",PA,Chester,"42029-CALN 4"
"055 EAST CALN 1",PA,Chester,"42029-E CALN 1"
"056 EAST CALN 2",PA,Chester,"42029-E CALN 2"
06-01,PA,Philadelphia,"42101-PHILADELPHIA 06-01"
06-02,PA,Philadelphia,"42101-PHILADELPHIA 06-02"
06-03,PA,Philadelphia,"42101-PHILADELPHIA 06-03"
06-04,PA,Philadelphia,"42101-PHILADELPHIA 06-04"
06-05,PA,Philadelphia,"42101-PHILADELPHIA 06-05"
06-06,PA,Philadelphia,"42101-PHILADELPHIA 06-06"
06-07,PA,Philadelphia,"42101-PHILADELPHIA 06-07"
06-08,PA,Philadelphia,"42101-PHILADELPHIA 06-08"
06-09,PA,Philadelphia,"42101-PHILADELPHIA 06-09"
06-10,PA,Philadelphia,"42101-PHILADELPHIA 06-10"
06-11,PA,Philadelphia,"42101-PHILADELPHIA 06-11"
06-12,PA,Philadelphia,"42101-PHILADELPHIA 06-12"
06-13,PA,Philadelphia,"42101-PHILADELPHIA 06-13"
06-14,PA,Philadelphia,"42101-PHILADELPHIA 06-14"
06-15,PA,Philadelphia,"42101-PHILADELPHIA 06-15"
06-16,PA,Philadelphia,"42101-PHILADELPHIA 06-16"
06-17,PA,Philadelphia,"42101-PHILADELPHIA 06-17"
06-18,PA,Philadelphia,"42101-PHILADELPHIA 06-18"
"060 W CALN 1",PA,Chester,"42029-W CALN 1"
"061 W CALN 2",PA,Chester,"42029-W CALN 2"
"065 CHARLESTOWN",PA,Chester,42029-CHARLESTOWN
07-01,PA,Philadelphia,"42101-PHILADELPHIA 07-01"
07-02,PA,Philadelphia,"42101-PHILADELPHIA 07-02"
07-03,PA,Philadelphia,"42101-PHILADELPHIA 07-03"
07-04,PA,Philadelphia,"42101-PHILADELPHIA 07-04"
07-05,PA,Philadelphia,"42101-PHILADELPHIA 07-05"
07-06,PA,Philadelphia,"42101-PHILADELPHIA 07-06"
07-07,PA,Philadelphia,"42101-PHILADELPHIA 07-07"
07-08,PA,Philadelphia,"42101-PHILADELPHIA 07-08"
07-09,PA,Philadelphia,"42101-PHILADELPHIA 07-09"
07-10,PA,Philadelphia,"42101-PHILADELPHIA 07-10"
07-11,PA,Philadelphia,"42101-PHILADELPHIA 07-11"
07-12,PA,Philadelphia,"42101-PHILADELPHIA 07-12"
07-13,PA,Philadelphia,"42101-PHILADELPHIA 07-13"
07-14,PA,Philadelphia,"42101-PHILADELPHIA 07-14"
07-15,PA,Philadelphia,"42101-PHILADELPHIA 07-15"
07-16,PA,Philadelphia,"42101-PHILADELPHIA 07-16"
07-17,PA,Philadelphia,"42101-PHILADELPHIA 07-17"
07-18,PA,Philadelphia,"42101-PHILADELPHIA 07-18"
07-19,PA,Philadelphia,"42101-PHILADELPHIA 07-19"
07-20,PA,Philadelphia,"42101-PHILADELPHIA 07-20"
07-21,PA,Philadelphia,"42101-PHILADELPHIA 07-21"
07-22,PA,Philadelphia,"42101-PHILADELPHIA 07-22"
07-23,PA,Philadelphia,"42101-PHILADELPHIA 07-23"
"070 COATESVILLE 1",PA,Chester,"42029-COATESVILLE 1"
08-01,PA,Philadelphia,"42101-PHILADELPHIA 08-01"
08-02,PA,Philadelphia,"42101-PHILADELPHIA 08-02"
08-03,PA,Philadelphia,"42101-PHILADELPHIA 08-03"
08-04,PA,Philadelphia,"42101-PHILADELPHIA 08-04"
08-05,PA,Philadelphia,"42101-PHILADELPHIA 08-05"
08-06,PA,Philadelphia,"42101-PHILADELPHIA 08-06"
08-07,PA,Philadelphia,"42101-PHILADELPHIA 08-07"
08-08,PA,Philadelphia,"42101-PHILADELPHIA 08-08"
08-09,PA,Philadelphia,"42101-PHILADELPHIA 08-09"
08-10,PA,Philadelphia,"42101-PHILADELPHIA 08-10"
08-11,PA,Philadelphia,"42101-PHILADELPHIA 08-11"
08-12,PA,Philadelphia,"42101-PHILADELPHIA 08-12"
08-13,PA,Philadelphia,"42101-PHILADELPHIA 08-13"
08-14,PA,Philadelphia,"42101-PHILADELPHIA 08-14"
08-15,PA,Philadelphia,"42101-PHILADELPHIA 08-15"
08-16,PA,Philadelphia,"42101-PHILADELPHIA 08-16"
08-17,PA,Philadelphia,"42101-PHILADELPHIA 08-17"
08-18,PA,Philadelphia,"42101-PHILADELPHIA 08-18"
08-19,PA,Philadelphia,"42101-PHILADELPHIA 08-19"
08-20,PA,Philadelphia,"42101-PHILADELPHIA 08-20"
08-21,PA,Philadelphia,"42101-PHILADELPHIA 08-21"
08-22,PA,Philadelphia,"42101-PHILADELPHIA 08-22"
08-23,PA,Philadelphia,"42101-PHILADELPHIA 08-23"
08-24,PA,Philadelphia,"42101-PHILADELPHIA 08-24"
08-25,PA,Philadelphia,"42101-PHILADELPHIA 08-25"
08-26,PA,Philadelphia,"42101-PHILADELPHIA 08-26"
08-27,PA,Philadelphia,"42101-PHILADELPHIA 08-27"
08-28,PA,Philadelphia,"42101-PHILADELPHIA 08-28"
08-29,PA,Philadelphia,"42101-PHILADELPHIA 08-29"
08-30,PA,Philadelphia,"42101-PHILADELPHIA 08-30"
08-31,PA,Philadelphia,"42101-PHILADELPHIA 08-31"
08-32,PA,Philadelphia,"42101-PHILADELPHIA 08-32"
08-33,PA,Philadelphia,"42101-PHILADELPHIA 08-33"
08-34,PA,Philadelphia,"42101-PHILADELPHIA 08-34"
08-35,PA,Philadelphia,"42101-PHILADELPHIA 08-35"
"080 COATESVILLE 2",PA,Chester,"42029-COATESVILLE 2"
09-01,PA,Philadelphia,"42101-PHILADELPHIA 09-01"
09-02,PA,Philadelphia,"42101-PHILADELPHIA 09-02"
09-03,PA,Philadelphia,"42101-PHILADELPHIA 09-03"
09-04,PA,Philadelphia,"42101-PHILADELPHIA 09-04"
09-05,PA,Philadelphia,"42101-PHILADELPHIA 09-05"
09-06,PA,Philadelphia,"42101-PHILADELPHIA 09-06"
09-07,PA,Philadelphia,"42101-PHILADELPHIA 09-07"
09-08,PA,Philadelphia,"42101-PHILADELPHIA 09-08"
09-09,PA,Philadelphia,"42101-PHILADELPHIA 09-09"
09-10,PA,Philadelphia,"42101-PHILADELPHIA 09-10"
09-11,PA,Philadelphia,"42101-PHILADELPHIA 09-11"
09-12,PA,Philadelphia,"42101-PHILADELPHIA 09-12"
09-13,PA,Philadelphia,"42101-PHILADELPHIA 09-13"
09-14,PA,Philadelphia,"42101-PHILADELPHIA 09-14"
09-15,PA,Philadelphia,"42101-PHILADELPHIA 09-15"
09-16,PA,Philadelphia,"42101-PHILADELPHIA 09-16"
09-17,PA,Philadelphia,"42101-PHILADELPHIA 09-17"
"090 COATESVILLE 3",PA,Chester,"42029-COATESVILLE 3"
10-01,PA,Philadelphia,"42101-PHILADELPHIA 10-01"
10-02,PA,Philadelphia,"42101-PHILADELPHIA 10-02"
10-03,PA,Philadelphia,"42101-PHILADELPHIA 10-03"
10-04,PA,Philadelphia,"42101-PHILADELPHIA 10-04"
10-05,PA,Philadelphia,"42101-PHILADELPHIA 10-05"
10-06,PA,Philadelphia,"42101-PHILADELPHIA 10-06"
10-07,PA,Philadelphia,"42101-PHILADELPHIA 10-07"
10-08,PA,Philadelphia,"42101-PHILADELPHIA 10-08"
10-09,PA,Philadelphia,"42101-PHILADELPHIA 10-09"
10-10,PA,Philadelphia,"42101-PHILADELPHIA 10-10"
10-11,PA,Philadelphia,"42101-PHILADELPHIA 10-11"
10-12,PA,Philadelphia,"42101-PHILADELPHIA 10-12"
10-13,PA,Philadelphia,"42101-PHILADELPHIA 10-13"
10-14,PA,Philadelphia,"42101-PHILADELPHIA 10-14"
10-15,PA,Philadelphia,"42101-PHILADELPHIA 10-15"
10-16,PA,Philadelphia,"42101-PHILADELPHIA 10-16"
10-17,PA,Philadelphia,"42101-PHILADELPHIA 10-17"
10-18,PA,Philadelphia,"42101-PHILADELPHIA 10-18"
10-19,PA,Philadelphia,"42101-PHILADELPHIA 10-19"
10-20,PA,Philadelphia,"42101-PHILADELPHIA 10-20"
10-21,PA,Philadelphia,"42101-PHILADELPHIA 10-21"
10-22,PA,Philadelphia,"42101-PHILADELPHIA 10-22"
10-23,PA,Philadelphia,"42101-PHILADELPHIA 10-23"
10-24,PA,Philadelphia,"42101-PHILADELPHIA 10-24"
10-25,PA,Philadelphia,"42101-PHILADELPHIA 10-25"
10-26,PA,Philadelphia,"42101-PHILADELPHIA 10-26"
10-27,PA,Philadelphia,"42101-PHILADELPHIA 10-27"
10-28,PA,Philadelphia,"42101-PHILADELPHIA 10-28"
10-29,PA,Philadelphia,"42101-PHILADELPHIA 10-29"
"100 COATESVILLE 4-1",PA,Chester,"42029-COATESVILLE 4-1"
11-01,PA,Philadelphia,"42101-PHILADELPHIA 11-01"
11-02,PA,Philadelphia,"42101-PHILADELPHIA 11-02"
11-03,PA,Philadelphia,"42101-PHILADELPHIA 11-03"
11-04,PA,Philadelphia,"42101-PHILADELPHIA 11-04"
11-05,PA,Philadelphia,"42101-PHILADELPHIA 11-05"
11-06,PA,Philadelphia,"42101-PHILADELPHIA 11-06"
11-07,PA,Philadelphia,"42101-PHILADELPHIA 11-07"
11-08,PA,Philadelphia,"42101-PHILADELPHIA 11-08"
11-09,PA,Philadelphia,"42101-PHILADELPHIA 11-09"
11-10,PA,Philadelphia,"42101-PHILADELPHIA 11-10"
11-11,PA,Philadelphia,"42101-PHILADELPHIA 11-11"
11-12,PA,Philadelphia,"42101-PHILADELPHIA 11-12"
11-13,PA,Philadelphia,"42101-PHILADELPHIA 11-13"
11-14,PA,Philadelphia,"42101-PHILADELPHIA 11-14"
11-15,PA,Philadelphia,"42101-PHILADELPHIA 11-15"
11-16,PA,Philadelphia,"42101-PHILADELPHIA 11-16"
11-17,PA,Philadelphia,"42101-PHILADELPHIA 11-17"
11-18,PA,Philadelphia,"42101-PHILADELPHIA 11-18"
11-19,PA,Philadelphia,"42101-PHILADELPHIA 11-19"
11-20,PA,Philadelphia,"42101-PHILADELPHIA 11-20"
"110 COATESVILLE 4-2",PA,Chester,"42029-COATESVILLE 4-2"
12-01,PA,Philadelphia,"42101-PHILADELPHIA 12-01"
12-02,PA,Philadelphia,"42101-PHILADELPHIA 12-02"
12-03,PA,Philadelphia,"42101-PHILADELPHIA 12-03"
12-04,PA,Philadelphia,"42101-PHILADELPHIA 12-04"
12-05,PA,Philadelphia,"42101-PHILADELPHIA 12-05"
12-06,PA,Philadelphia,"42101-PHILADELPHIA 12-06"
12-07,PA,Philadelphia,"42101-PHILADELPHIA 12-07"
12-08,PA,Philadelphia,"42101-PHILADELPHIA 12-08"
12-09,PA,Philadelphia,"42101-PHILADELPHIA 12-09"
12-10,PA,Philadelphia,"42101-PHILADELPHIA 12-10"
12-11,PA,Philadelphia,"42101-PHILADELPHIA 12-11"
12-12,PA,Philadelphia,"42101-PHILADELPHIA 12-12"
12-13,PA,Philadelphia,"42101-PHILADELPHIA 12-13"
12-14,PA,Philadelphia,"42101-PHILADELPHIA 12-14"
12-15,PA,Philadelphia,"42101-PHILADELPHIA 12-15"
12-16,PA,Philadelphia,"42101-PHILADELPHIA 12-16"
12-17,PA,Philadelphia,"42101-PHILADELPHIA 12-17"
12-18,PA,Philadelphia,"42101-PHILADELPHIA 12-18"
12-19,PA,Philadelphia,"42101-PHILADELPHIA 12-19"
12-20,PA,Philadelphia,"42101-PHILADELPHIA 12-20"
12-21,PA,Philadelphia,"42101-PHILADELPHIA 12-21"
12-22,PA,Philadelphia,"42101-PHILADELPHIA 12-22"
12-23,PA,Philadelphia,"42101-PHILADELPHIA 12-23"
12-24,PA,Philadelphia,"42101-PHILADELPHIA 12-24"
"120 COATESVILLE 5",PA,Chester,"42029-COATESVILLE 5"
13-01,PA,Philadelphia,"42101-PHILADELPHIA 13-01"
13-02,PA,Philadelphia,"42101-PHILADELPHIA 13-02"
13-03,PA,Philadelphia,"42101-PHILADELPHIA 13-03"
13-04,PA,Philadelphia,"42101-PHILADELPHIA 13-04"
13-05,PA,Philadelphia,"42101-PHILADELPHIA 13-05"
13-06,PA,Philadelphia,"42101-PHILADELPHIA 13-06"
13-07,PA,Philadelphia,"42101-PHILADELPHIA 13-07"
13-08,PA,Philadelphia,"42101-PHILADELPHIA 13-08"
13-09,PA,Philadelphia,"42101-PHILADELPHIA 13-09"
13-10,PA,Philadelphia,"42101-PHILADELPHIA 13-10"
13-11,PA,Philadelphia,"42101-PHILADELPHIA 13-11"
13-12,PA,Philadelphia,"42101-PHILADELPHIA 13-12"
13-13,PA,Philadelphia,"42101-PHILADELPHIA 13-13"
13-14,PA,Philadelphia,"42101-PHILADELPHIA 13-14"
13-15,PA,Philadelphia,"42101-PHILADELPHIA 13-15"
13-16,PA,Philadelphia,"42101-PHILADELPHIA 13-16"
13-17,PA,Philadelphia,"42101-PHILADELPHIA 13-17"
13-18,PA,Philadelphia,"42101-PHILADELPHIA 13-18"
13-19,PA,Philadelphia,"42101-PHILADELPHIA 13-19"
13-20,PA,Philadelphia,"42101-PHILADELPHIA 13-20"
13-21,PA,Philadelphia,"42101-PHILADELPHIA 13-21"
13-22,PA,Philadelphia,"42101-PHILADELPHIA 13-22"
13-23,PA,Philadelphia,"42101-PHILADELPHIA 13-23"
13-24,PA,Philadelphia,"42101-PHILADELPHIA 13-24"
13-25,PA,Philadelphia,"42101-PHILADELPHIA 13-25"
14-01,PA,Philadelphia,"42101-PHILADELPHIA 14-01"
14-02,PA,Philadelphia,"42101-PHILADELPHIA 14-02"
14-03,PA,Philadelphia,"42101-PHILADELPHIA 14-03"
14-04,PA,Philadelphia,"42101-PHILADELPHIA 14-04"
14-05,PA,Philadelphia,"42101-PHILADELPHIA 14-05"
14-06,PA,Philadelphia,"42101-PHILADELPHIA 14-06"
14-07,PA,Philadelphia,"42101-PHILADELPHIA 14-07"
14-08,PA,Philadelphia,"42101-PHILADELPHIA 14-08"
14-09,PA,Philadelphia,"42101-PHILADELPHIA 14-09"
14-10,PA,Philadelphia,"42101-PHILADELPHIA 14-10"
14-11,PA,Philadelphia,"42101-PHILADELPHIA 14-11"
"140 S COATESVILLE",PA,Chester,"42029-S COATESVILLE"
"145 N COVENTRY E",PA,Chester,"42029-N COVENTRY E"
15-01,PA,Philadelphia,"42101-PHILADELPHIA 15-01"
15-02,PA,Philadelphia,"42101-PHILADELPHIA 15-02"
15-03,PA,Philadelphia,"42101-PHILADELPHIA 15-03"
15-04,PA,Philadelphia,"42101-PHILADELPHIA 15-04"
15-05,PA,Philadelphia,"42101-PHILADELPHIA 15-05"
15-06,PA,Philadelphia,"42101-PHILADELPHIA 15-06"
15-07,PA,Philadelphia,"42101-PHILADELPHIA 15-07"
15-08,PA,Philadelphia,"42101-PHILADELPHIA 15-08"
15-09,PA,Philadelphia,"42101-PHILADELPHIA 15-09"
15-10,PA,Philadelphia,"42101-PHILADELPHIA 15-10"
15-11,PA,Philadelphia,"42101-PHILADELPHIA 15-11"
15-12,PA,Philadelphia,"42101-PHILADELPHIA 15-12"
15-13,PA,Philadelphia,"42101-PHILADELPHIA 15-13"
15-14,PA,Philadelphia,"42101-PHILADELPHIA 15-14"
15-15,PA,Philadelphia,"42101-PHILADELPHIA 15-15"
15-16,PA,Philadelphia,"42101-PHILADELPHIA 15-16"
15-17,PA,Philadelphia,"42101-PHILADELPHIA 15-17"
15-18,PA,Philadelphia,"42101-PHILADELPHIA 15-18"
15-19,PA,Philadelphia,"42101-PHILADELPHIA 15-19"
"150 N COVENTRY M",PA,Chester,"42029-N COVENTRY M"
"155 N COVENTRY W-1",PA,Chester,"42029-N COVENTRY W-1"
"156 N COVENTRY W-2",PA,Chester,"42029-N COVENTRY W-2"
16-01,PA,Philadelphia,"42101-PHILADELPHIA 16-01"
16-02,PA,Philadelphia,"42101-PHILADELPHIA 16-02"
16-03,PA,Philadelphia,"42101-PHILADELPHIA 16-03"
16-04,PA,Philadelphia,"42101-PHILADELPHIA 16-04"
16-05,PA,Philadelphia,"42101-PHILADELPHIA 16-05"
16-06,PA,Philadelphia,"42101-PHILADELPHIA 16-06"
16-07,PA,Philadelphia,"42101-PHILADELPHIA 16-07"
16-08,PA,Philadelphia,"42101-PHILADELPHIA 16-08"
16-09,PA,Philadelphia,"42101-PHILADELPHIA 16-09"
16-10,PA,Philadelphia,"42101-PHILADELPHIA 16-10"
16-11,PA,Philadelphia,"42101-PHILADELPHIA 16-11"
16-12,PA,Philadelphia,"42101-PHILADELPHIA 16-12"
16-13,PA,Philadelphia,"42101-PHILADELPHIA 16-13"
16-14,PA,Philadelphia,"42101-PHILADELPHIA 16-14"
16-15,PA,Philadelphia,"42101-PHILADELPHIA 16-15"
16-16,PA,Philadelphia,"42101-PHILADELPHIA 16-16"
16-17,PA,Philadelphia,"42101-PHILADELPHIA 16-17"
16-18,PA,Philadelphia,"42101-PHILADELPHIA 16-18"
"160 E COVENTRY 1",PA,Chester,"42029-E COVENTRY 1"
"165 E COVENTRY 2",PA,Chester,"42029-E COVENTRY 2"
17-01,PA,Philadelphia,"42101-PHILADELPHIA 17-01"
17-02,PA,Philadelphia,"42101-PHILADELPHIA 17-02"
17-03,PA,Philadelphia,"42101-PHILADELPHIA 17-03"
17-04,PA,Philadelphia,"42101-PHILADELPHIA 17-04"
17-05,PA,Philadelphia,"42101-PHILADELPHIA 17-05"
17-06,PA,Philadelphia,"42101-PHILADELPHIA 17-06"
17-07,PA,Philadelphia,"42101-PHILADELPHIA 17-07"
17-08,PA,Philadelphia,"42101-PHILADELPHIA 17-08"
17-09,PA,Philadelphia,"42101-PHILADELPHIA 17-09"
17-10,PA,Philadelphia,"42101-PHILADELPHIA 17-10"
17-11,PA,Philadelphia,"42101-PHILADELPHIA 17-11"
17-12,PA,Philadelphia,"42101-PHILADELPHIA 17-12"
