precinct,state,locality,geo
33-17,PA,Philadelphia,"42101-PHILADELPHIA 33-17"
33-18,PA,Philadelphia,"42101-PHILADELPHIA 33-18"
33-19,PA,Philadelphia,"42101-PHILADELPHIA 33-19"
33-20,PA,Philadelphia,"42101-PHILADELPHIA 33-20"
33-21,PA,Philadelphia,"42101-PHILADELPHIA 33-21"
33-22,PA,Philadelphia,"42101-PHILADELPHIA 33-22"
33-23,PA,Philadelphia,"42101-PHILADELPHIA 33-23"
33-24,PA,Philadelphia,"42101-PHILADELPHIA 33-24"
"330 LONDON BRITAIN",PA,Chester,"42029-LONDON BRITAIN"
"335 LONDONDERRY",PA,Chester,42029-LONDONDERRY
34-01,PA,Philadelphia,"42101-PHILADELPHIA 34-01"
34-02,PA,Philadelphia,"42101-PHILADELPHIA 34-02"
34-03,PA,Philadelphia,"42101-PHILADELPHIA 34-03"
34-04,PA,Philadelphia,"42101-PHILADELPHIA 34-04"
34-05,PA,Philadelphia,"42101-PHILADELPHIA 34-05"
34-06,PA,Philadelphia,"42101-PHILADELPHIA 34-06"
34-07,PA,Philadelphia,"42101-PHILADELPHIA 34-07"
34-08,PA,Philadelphia,"42101-PHILADELPHIA 34-08"
34-09,PA,Philadelphia,"42101-PHILADELPHIA 34-09"
34-10,PA,Philadelphia,"42101-PHILADELPHIA 34-10"
34-11,PA,Philadelphia,"42101-PHILADELPHIA 34-11"
34-12,PA,Philadelphia,"42101-PHILADELPHIA 34-12"
34-13,PA,Philadelphia,"42101-PHILADELPHIA 34-13"
34-14,PA,Philadelphia,"42101-PHILADELPHIA 34-14"
34-15,PA,Philadelphia,"42101-PHILADELPHIA 34-15"
34-16,PA,Philadelphia,"42101-PHILADELPHIA 34-16"
34-17,PA,Philadelphia,"42101-PHILADELPHIA 34-17"
34-18,PA,Philadelphia,"42101-PHILADELPHIA 34-18"
34-19,PA,Philadelphia,"42101-PHILADELPHIA 34-19"
34-20,PA,Philadelphia,"42101-PHILADELPHIA 34-20"
34-21,PA,Philadelphia,"42101-PHILADELPHIA 34-21"
34-22,PA,Philadelphia,"42101-PHILADELPHIA 34-22"
34-23,PA,Philadelphia,"42101-PHILADELPHIA 34-23"
34-24,PA,Philadelphia,"42101-PHILADELPHIA 34-24"
34-25,PA,Philadelphia,"42101-PHILADELPHIA 34-25"
34-26,PA,Philadelphia,"42101-PHILADELPHIA 34-26"
34-27,PA,Philadelphia,"42101-PHILADELPHIA 34-27"
34-28,PA,Philadelphia,"42101-PHILADELPHIA 34-28"
34-29,PA,Philadelphia,"42101-PHILADELPHIA 34-29"
34-30,PA,Philadelphia,"42101-PHILADELPHIA 34-30"
34-31,PA,Philadelphia,"42101-PHILADELPHIA 34-31"
34-32,PA,Philadelphia,"42101-PHILADELPHIA 34-32"
34-33,PA,Philadelphia,"42101-PHILADELPHIA 34-33"
34-34,PA,Philadelphia,"42101-PHILADELPHIA 34-34"
34-35,PA,Philadelphia,"42101-PHILADELPHIA 34-35"
34-36,PA,Philadelphia,"42101-PHILADELPHIA 34-36"
34-37,PA,Philadelphia,"42101-PHILADELPHIA 34-37"
34-38,PA,Philadelphia,"42101-PHILADELPHIA 34-38"
34-39,PA,Philadelphia,"42101-PHILADELPHIA 34-39"
34-40,PA,Philadelphia,"42101-PHILADELPHIA 34-40"
34-41,PA,Philadelphia,"42101-PHILADELPHIA 34-41"
34-42,PA,Philadelphia,"42101-PHILADELPHIA 34-42"
"340 LONDON GROVE CH",PA,Chester,"42029-LONDON GROVE CH"
"345 LONDON GROVE S",PA,Chester,"42029-LONDON GROVE S"
35-01,PA,Philadelphia,"42101-PHILADELPHIA 35-01"
35-02,PA,Philadelphia,"42101-PHILADELPHIA 35-02"
35-03,PA,Philadelphia,"42101-PHILADELPHIA 35-03"
35-04,PA,Philadelphia,"42101-PHILADELPHIA 35-04"
35-05,PA,Philadelphia,"42101-PHILADELPHIA 35-05"
35-06,PA,Philadelphia,"42101-PHILADELPHIA 35-06"
35-07,PA,Philadelphia,"42101-PHILADELPHIA 35-07"
35-08,PA,Philadelphia,"42101-PHILADELPHIA 35-08"
35-09,PA,Philadelphia,"42101-PHILADELPHIA 35-09"
35-10,PA,Philadelphia,"42101-PHILADELPHIA 35-10"
35-11,PA,Philadelphia,"42101-PHILADELPHIA 35-11"
35-12,PA,Philadelphia,"42101-PHILADELPHIA 35-12"
35-13,PA,Philadelphia,"42101-PHILADELPHIA 35-13"
35-14,PA,Philadelphia,"42101-PHILADELPHIA 35-14"
35-15,PA,Philadelphia,"42101-PHILADELPHIA 35-15"
35-16,PA,Philadelphia,"42101-PHILADELPHIA 35-16"
35-17,PA,Philadelphia,"42101-PHILADELPHIA 35-17"
35-18,PA,Philadelphia,"42101-PHILADELPHIA 35-18"
35-19,PA,Philadelphia,"42101-PHILADELPHIA 35-19"
35-20,PA,Philadelphia,"42101-PHILADELPHIA 35-20"
35-21,PA,Philadelphia,"42101-PHILADELPHIA 35-21"
35-22,PA,Philadelphia,"42101-PHILADELPHIA 35-22"
35-23,PA,Philadelphia,"42101-PHILADELPHIA 35-23"
35-24,PA,Philadelphia,"42101-PHILADELPHIA 35-24"
35-25,PA,Philadelphia,"42101-PHILADELPHIA 35-25"
35-26,PA,Philadelphia,"42101-PHILADELPHIA 35-26"
35-27,PA,Philadelphia,"42101-PHILADELPHIA 35-27"
35-28,PA,Philadelphia,"42101-PHILADELPHIA 35-28"
35-29,PA,Philadelphia,"42101-PHILADELPHIA 35-29"
35-30,PA,Philadelphia,"42101-PHILADELPHIA 35-30"
35-31,PA,Philadelphia,"42101-PHILADELPHIA 35-31"
35-32,PA,Philadelphia,"42101-PHILADELPHIA 35-32"
"350 MALVERN",PA,Chester,42029-MALVERN
"355 E MARLBOROUGH E",PA,Chester,"42029-E MARLBORO E"
"356 E MARLBOROUGH S",PA,Chester,"42029-E MARLBORO S"
36-01,PA,Philadelphia,"42101-PHILADELPHIA 36-01"
36-02,PA,Philadelphia,"42101-PHILADELPHIA 36-02"
36-03,PA,Philadelphia,"42101-PHILADELPHIA 36-03"
36-04,PA,Philadelphia,"42101-PHILADELPHIA 36-04"
36-05,PA,Philadelphia,"42101-PHILADELPHIA 36-05"
36-06,PA,Philadelphia,"42101-PHILADELPHIA 36-06"
36-07,PA,Philadelphia,"42101-PHILADELPHIA 36-07"
36-08,PA,Philadelphia,"42101-PHILADELPHIA 36-08"
36-09,PA,Philadelphia,"42101-PHILADELPHIA 36-09"
36-10,PA,Philadelphia,"42101-PHILADELPHIA 36-10"
36-11,PA,Philadelphia,"42101-PHILADELPHIA 36-11"
36-12,PA,Philadelphia,"42101-PHILADELPHIA 36-12"
36-13,PA,Philadelphia,"42101-PHILADELPHIA 36-13"
36-14,PA,Philadelphia,"42101-PHILADELPHIA 36-14"
36-15,PA,Philadelphia,"42101-PHILADELPHIA 36-15"
36-16,PA,Philadelphia,"42101-PHILADELPHIA 36-16"
36-17,PA,Philadelphia,"42101-PHILADELPHIA 36-17"
36-18,PA,Philadelphia,"42101-PHILADELPHIA 36-18"
36-19,PA,Philadelphia,"42101-PHILADELPHIA 36-19"
36-20,PA,Philadelphia,"42101-PHILADELPHIA 36-20"
36-21,PA,Philadelphia,"42101-PHILADELPHIA 36-21"
36-22,PA,Philadelphia,"42101-PHILADELPHIA 36-22"
36-23,PA,Philadelphia,"42101-PHILADELPHIA 36-23"
36-24,PA,Philadelphia,"42101-PHILADELPHIA 36-24"
36-25,PA,Philadelphia,"42101-PHILADELPHIA 36-25"
36-26,PA,Philadelphia,"42101-PHILADELPHIA 36-26"
36-27,PA,Philadelphia,"42101-PHILADELPHIA 36-27"
36-28,PA,Philadelphia,"42101-PHILADELPHIA 36-28"
36-29,PA,Philadelphia,"42101-PHILADELPHIA 36-29"
36-30,PA,Philadelphia,"42101-PHILADELPHIA 36-30"
36-31,PA,Philadelphia,"42101-PHILADELPHIA 36-31"
36-32,PA,Philadelphia,"42101-PHILADELPHIA 36-32"
36-33,PA,Philadelphia,"42101-PHILADELPHIA 36-33"
36-34,PA,Philadelphia,"42101-PHILADELPHIA 36-34"
36-35,PA,Philadelphia,"42101-PHILADELPHIA 36-35"
36-36,PA,Philadelphia,"42101-PHILADELPHIA 36-36"
36-37,PA,Philadelphia,"42101-PHILADELPHIA 36-37"
36-38,PA,Philadelphia,"42101-PHILADELPHIA 36-38"
36-39,PA,Philadelphia,"42101-PHILADELPHIA 36-39"
36-40,PA,Philadelphia,"42101-PHILADELPHIA 36-40"
36-41,PA,Philadelphia,"42101-PHILADELPHIA 36-41"
"360 E MARLBOROUGH W",PA,Chester,"42029-E MARLBORO W"
"365 W MARLBOROUGH",PA,Chester,"42029-W MARLBORO"
37-01,PA,Philadelphia,"42101-PHILADELPHIA 37-01"
37-02,PA,Philadelphia,"42101-PHILADELPHIA 37-02"
37-03,PA,Philadelphia,"42101-PHILADELPHIA 37-03"
37-04,PA,Philadelphia,"42101-PHILADELPHIA 37-04"
37-05,PA,Philadelphia,"42101-PHILADELPHIA 37-05"
37-06,PA,Philadelphia,"42101-PHILADELPHIA 37-06"
37-07,PA,Philadelphia,"42101-PHILADELPHIA 37-07"
37-08,PA,Philadelphia,"42101-PHILADELPHIA 37-08"
37-09,PA,Philadelphia,"42101-PHILADELPHIA 37-09"
37-10,PA,Philadelphia,"42101-PHILADELPHIA 37-10"
37-11,PA,Philadelphia,"42101-PHILADELPHIA 37-11"
37-12,PA,Philadelphia,"42101-PHILADELPHIA 37-12"
37-13,PA,Philadelphia,"42101-PHILADELPHIA 37-13"
37-14,PA,Philadelphia,"42101-PHILADELPHIA 37-14"
37-15,PA,Philadelphia,"42101-PHILADELPHIA 37-15"
37-16,PA,Philadelphia,"42101-PHILADELPHIA 37-16"
37-17,PA,Philadelphia,"42101-PHILADELPHIA 37-17"
37-18,PA,Philadelphia,"42101-PHILADELPHIA 37-18"
37-19,PA,Philadelphia,"42101-PHILADELPHIA 37-19"
37-20,PA,Philadelphia,"42101-PHILADELPHIA 37-20"
37-21,PA,Philadelphia,"42101-PHILADELPHIA 37-21"
"370 MODENA",PA,Chester,42029-MODENA
"375 E NANTMEAL",PA,Chester,"42029-E NANTMEAL"
38-01,PA,Philadelphia,"42101-PHILADELPHIA 38-01"
38-02,PA,Philadelphia,"42101-PHILADELPHIA 38-02"
38-03,PA,Philadelphia,"42101-PHILADELPHIA 38-03"
38-04,PA,Philadelphia,"42101-PHILADELPHIA 38-04"
38-05,PA,Philadelphia,"42101-PHILADELPHIA 38-05"
38-06,PA,Philadelphia,"42101-PHILADELPHIA 38-06"
38-07,PA,Philadelphia,"42101-PHILADELPHIA 38-07"
38-08,PA,Philadelphia,"42101-PHILADELPHIA 38-08"
38-09,PA,Philadelphia,"42101-PHILADELPHIA 38-09"
38-10,PA,Philadelphia,"42101-PHILADELPHIA 38-10"
38-11,PA,Philadelphia,"42101-PHILADELPHIA 38-11"
38-12,PA,Philadelphia,"42101-PHILADELPHIA 38-12"
38-13,PA,Philadelphia,"42101-PHILADELPHIA 38-13"
38-14,PA,Philadelphia,"42101-PHILADELPHIA 38-14"
38-15,PA,Philadelphia,"42101-PHILADELPHIA 38-15"
38-16,PA,Philadelphia,"42101-PHILADELPHIA 38-16"
38-17,PA,Philadelphia,"42101-PHILADELPHIA 38-17"
38-18,PA,Philadelphia,"42101-PHILADELPHIA 38-18"
38-19,PA,Philadelphia,"42101-PHILADELPHIA 38-19"
38-20,PA,Philadelphia,"42101-PHILADELPHIA 38-20"
38-21,PA,Philadelphia,"42101-PHILADELPHIA 38-21"
"380 W NANTMEAL",PA,Chester,"42029-W NANTMEAL"
"385 NEW GARDEN N",PA,Chester,"42029-NEW GARDEN N"
39-01,PA,Philadelphia,"42101-PHILADELPHIA 39-01"
39-02,PA,Philadelphia,"42101-PHILADELPHIA 39-02"
39-03,PA,Philadelphia,"42101-PHILADELPHIA 39-03"
39-04,PA,Philadelphia,"42101-PHILADELPHIA 39-04"
39-05,PA,Philadelphia,"42101-PHILADELPHIA 39-05"
39-06,PA,Philadelphia,"42101-PHILADELPHIA 39-06"
39-07,PA,Philadelphia,"42101-PHILADELPHIA 39-07"
39-08,PA,Philadelphia,"42101-PHILADELPHIA 39-08"
39-09,PA,Philadelphia,"42101-PHILADELPHIA 39-09"
39-10,PA,Philadelphia,"42101-PHILADELPHIA 39-10"
39-11,PA,Philadelphia,"42101-PHILADELPHIA 39-11"
39-12,PA,Philadelphia,"42101-PHILADELPHIA 39-12"
39-13,PA,Philadelphia,"42101-PHILADELPHIA 39-13"
39-14,PA,Philadelphia,"42101-PHILADELPHIA 39-14"
39-15,PA,Philadelphia,"42101-PHILADELPHIA 39-15"
39-16,PA,Philadelphia,"42101-PHILADELPHIA 39-16"
39-17,PA,Philadelphia,"42101-PHILADELPHIA 39-17"
39-18,PA,Philadelphia,"42101-PHILADELPHIA 39-18"
39-19,PA,Philadelphia,"42101-PHILADELPHIA 39-19"
39-20,PA,Philadelphia,"42101-PHILADELPHIA 39-20"
39-21,PA,Philadelphia,"42101-PHILADELPHIA 39-21"
39-22,PA,Philadelphia,"42101-PHILADELPHIA 39-22"
39-23,PA,Philadelphia,"42101-PHILADELPHIA 39-23"
39-24,PA,Philadelphia,"42101-PHILADELPHIA 39-24"
39-25,PA,Philadelphia,"42101-PHILADELPHIA 39-25"
39-26,PA,Philadelphia,"42101-PHILADELPHIA 39-26"
39-27,PA,Philadelphia,"42101-PHILADELPHIA 39-27"
39-28,PA,Philadelphia,"42101-PHILADELPHIA 39-28"
39-29,PA,Philadelphia,"42101-PHILADELPHIA 39-29"
39-30,PA,Philadelphia,"42101-PHILADELPHIA 39-30"
39-31,PA,Philadelphia,"42101-PHILADELPHIA 39-31"
39-32,PA,Philadelphia,"42101-PHILADELPHIA 39-32"
39-33,PA,Philadelphia,"42101-PHILADELPHIA 39-33"
39-34,PA,Philadelphia,"42101-PHILADELPHIA 39-34"
39-35,PA,Philadelphia,"42101-PHILADELPHIA 39-35"
39-36,PA,Philadelphia,"42101-PHILADELPHIA 39-36"
39-37,PA,Philadelphia,"42101-PHILADELPHIA 39-37"
39-38,PA,Philadelphia,"42101-PHILADELPHIA 39-38"
39-39,PA,Philadelphia,"42101-PHILADELPHIA 39-39"
39-40,PA,Philadelphia,"42101-PHILADELPHIA 39-40"
39-41,PA,Philadelphia,"42101-PHILADELPHIA 39-41"
39-42,PA,Philadelphia,"42101-PHILADELPHIA 39-42"
39-43,PA,Philadelphia,"42101-PHILADELPHIA 39-43"
39-44,PA,Philadelphia,"42101-PHILADELPHIA 39-44"
39-45,PA,Philadelphia,"42101-PHILADELPHIA 39-45"
39-46,PA,Philadelphia,"42101-PHILADELPHIA 39-46"
"390 NEW GARDEN S-1",PA,Chester,"42029-NEW GARDEN S-1"
"391 NEW GARDEN S-2",PA,Chester,"42029-NEW GARDEN S-2"
"395 NEW LONDON",PA,Chester,"42029-NEW LONDON"
40-01,PA,Philadelphia,"42101-PHILADELPHIA 40-01"
40-02,PA,Philadelphia,"42101-PHILADELPHIA 40-02"
40-03,PA,Philadelphia,"42101-PHILADELPHIA 40-03"
40-04,PA,Philadelphia,"42101-PHILADELPHIA 40-04"
40-05,PA,Philadelphia,"42101-PHILADELPHIA 40-05"
40-06,PA,Philadelphia,"42101-PHILADELPHIA 40-06"
40-07,PA,Philadelphia,"42101-PHILADELPHIA 40-07"
40-08,PA,Philadelphia,"42101-PHILADELPHIA 40-08"
40-09,PA,Philadelphia,"42101-PHILADELPHIA 40-09"
40-10,PA,Philadelphia,"42101-PHILADELPHIA 40-10"
40-11,PA,Philadelphia,"42101-PHILADELPHIA 40-11"
40-12,PA,Philadelphia,"42101-PHILADELPHIA 40-12"
40-13,PA,Philadelphia,"42101-PHILADELPHIA 40-13"
40-14,PA,Philadelphia,"42101-PHILADELPHIA 40-14"
40-15,PA,Philadelphia,"42101-PHILADELPHIA 40-15"
40-16,PA,Philadelphia,"42101-PHILADELPHIA 40-16"
40-17,PA,Philadelphia,"42101-PHILADELPHIA 40-17"
40-18,PA,Philadelphia,"42101-PHILADELPHIA 40-18"
40-19,PA,Philadelphia,"42101-PHILADELPHIA 40-19"
40-20,PA,Philadelphia,"42101-PHILADELPHIA 40-20"
40-21,PA,Philadelphia,"42101-PHILADELPHIA 40-21"
40-22,PA,Philadelphia,"42101-PHILADELPHIA 40-22"
40-23,PA,Philadelphia,"42101-PHILADELPHIA 40-23"
40-24,PA,Philadelphia,"42101-PHILADELPHIA 40-24"
40-25,PA,Philadelphia,"42101-PHILADELPHIA 40-25"
40-26,PA,Philadelphia,"42101-PHILADELPHIA 40-26"
40-27,PA,Philadelphia,"42101-PHILADELPHIA 40-27"
40-28,PA,Philadelphia,"42101-PHILADELPHIA 40-28"
40-29,PA,Philadelphia,"42101-PHILADELPHIA 40-29"
40-30,PA,Philadelphia,"42101-PHILADELPHIA 40-30"
40-31,PA,Philadelphia,"42101-PHILADELPHIA 40-31"
40-32,PA,Philadelphia,"42101-PHILADELPHIA 40-32"
40-33,PA,Philadelphia,"42101-PHILADELPHIA 40-33"
40-34,PA,Philadelphia,"42101-PHILADELPHIA 40-34"
40-35,PA,Philadelphia,"42101-PHILADELPHIA 40-35"
40-36,PA,Philadelphia,"42101-PHILADELPHIA 40-36"
40-37,PA,Philadelphia,"42101-PHILADELPHIA 40-37"
40-38,PA,Philadelphia,"42101-PHILADELPHIA 40-38"
40-39,PA,Philadelphia,"42101-PHILADELPHIA 40-39"
40-40,PA,Philadelphia,"42101-PHILADELPHIA 40-40"
40-41,PA,Philadelphia,"42101-PHILADELPHIA 40-41"
40-42,PA,Philadelphia,"42101-PHILADELPHIA 40-42"
40-43,PA,Philadelphia,"42101-PHILADELPHIA 40-43"
40-44,PA,Philadelphia,"42101-PHILADELPHIA 40-44"
40-45,PA,Philadelphia,"42101-PHILADELPHIA 40-45"
40-46,PA,Philadelphia,"42101-PHILADELPHIA 40-46"
40-47,PA,Philadelphia,"42101-PHILADELPHIA 40-47"
40-48,PA,Philadelphia,"42101-PHILADELPHIA 40-48"
40-49,PA,Philadelphia,"42101-PHILADELPHIA 40-49"
40-50,PA,Philadelphia,"42101-PHILADELPHIA 40-50"
40-51,PA,Philadelphia,"42101-PHILADELPHIA 40-51"
"400 NEWLIN",PA,Chester,42029-NEWLIN
"405 EAST NOTTINGHAM EAST",PA,Chester,"42029-E NOTTINGHAM"
"406 EAST NOTTINGHAM WEST",PA,Chester,"42029-E NOTTINGHAM WEST"
41-01,PA,Philadelphia,"42101-PHILADELPHIA 41-01"
41-02,PA,Philadelphia,"42101-PHILADELPHIA 41-02"
41-03,PA,Philadelphia,"42101-PHILADELPHIA 41-03"
41-04,PA,Philadelphia,"42101-PHILADELPHIA 41-04"
41-05,PA,Philadelphia,"42101-PHILADELPHIA 41-05"
41-06,PA,Philadelphia,"42101-PHILADELPHIA 41-06"
41-07,PA,Philadelphia,"42101-PHILADELPHIA 41-07"
41-08,PA,Philadelphia,"42101-PHILADELPHIA 41-08"
41-09,PA,Philadelphia,"42101-PHILADELPHIA 41-09"
41-10,PA,Philadelphia,"42101-PHILADELPHIA 41-10"
41-11,PA,Philadelphia,"42101-PHILADELPHIA 41-11"
41-12,PA,Philadelphia,"42101-PHILADELPHIA 41-12"
41-13,PA,Philadelphia,"42101-PHILADELPHIA 41-13"
41-14,PA,Philadelphia,"42101-PHILADELPHIA 41-14"
41-15,PA,Philadelphia,"42101-PHILADELPHIA 41-15"
41-16,PA,Philadelphia,"42101-PHILADELPHIA 41-16"
41-17,PA,Philadelphia,"42101-PHILADELPHIA 41-17"
41-18,PA,Philadelphia,"42101-PHILADELPHIA 41-18"
41-19,PA,Philadelphia,"42101-PHILADELPHIA 41-19"
41-20,PA,Philadelphia,"42101-PHILADELPHIA 41-20"
41-21,PA,Philadelphia,"42101-PHILADELPHIA 41-21"
41-22,PA,Philadelphia,"42101-PHILADELPHIA 41-22"
41-23,PA,Philadelphia,"42101-PHILADELPHIA 41-23"
41-24,PA,Philadelphia,"42101-PHILADELPHIA 41-24"
41-25,PA,Philadelphia,"42101-PHILADELPHIA 41-25"
41-26,PA,Philadelphia,"42101-PHILADELPHIA 41-26"
"410 W NOTTINGHAM",PA,Chester,"42029-W NOTTINGHAM"
"415 OXFORD E",PA,Chester,"42029-OXFORD E"
42-01,PA,Philadelphia,"42101-PHILADELPHIA 42-01"
42-02,PA,Philadelphia,"42101-PHILADELPHIA 42-02"
42-03,PA,Philadelphia,"42101-PHILADELPHIA 42-03"
42-04,PA,Philadelphia,"42101-PHILADELPHIA 42-04"
42-05,PA,Philadelphia,"42101-PHILADELPHIA 42-05"
42-06,PA,Philadelphia,"42101-PHILADELPHIA 42-06"
42-07,PA,Philadelphia,"42101-PHILADELPHIA 42-07"
42-08,PA,Philadelphia,"42101-PHILADELPHIA 42-08"
42-09,PA,Philadelphia,"42101-PHILADELPHIA 42-09"
42-10,PA,Philadelphia,"42101-PHILADELPHIA 42-10"
42-11,PA,Philadelphia,"42101-PHILADELPHIA 42-11"
42-12,PA,Philadelphia,"42101-PHILADELPHIA 42-12"
42-13,PA,Philadelphia,"42101-PHILADELPHIA 42-13"
42-14,PA,Philadelphia,"42101-PHILADELPHIA 42-14"
42-15,PA,Philadelphia,"42101-PHILADELPHIA 42-15"
42-16,PA,Philadelphia,"42101-PHILADELPHIA 42-16"
42-17,PA,Philadelphia,"42101-PHILADELPHIA 42-17"
42-18,PA,Philadelphia,"42101-PHILADELPHIA 42-18"
42-19,PA,Philadelphia,"42101-PHILADELPHIA 42-19"
42-20,PA,Philadelphia,"42101-PHILADELPHIA 42-20"
42-21,PA,Philadelphia,"42101-PHILADELPHIA 42-21"
42-22,PA,Philadelphia,"42101-PHILADELPHIA 42-22"
42-23,PA,Philadelphia,"42101-PHILADELPHIA 42-23"
42-24,PA,Philadelphia,"42101-PHILADELPHIA 42-24"
42-25,PA,Philadelphia,"42101-PHILADELPHIA 42-25"
"420 OXFORD W",PA,Chester,"42029-OXFORD W"
"425 LOWER OXFORD E",PA,Chester,"42029-LOWER OXFORD E"
43-01,PA,Philadelphia,"42101-PHILADELPHIA 43-01"
43-02,PA,Philadelphia,"42101-PHILADELPHIA 43-02"
43-03,PA,Philadelphia,"42101-PHILADELPHIA 43-03"
43-04,PA,Philadelphia,"42101-PHILADELPHIA 43-04"
43-05,PA,Philadelphia,"42101-PHILADELPHIA 43-05"
43-06,PA,Philadelphia,"42101-PHILADELPHIA 43-06"
43-07,PA,Philadelphia,"42101-PHILADELPHIA 43-07"
43-08,PA,Philadelphia,"42101-PHILADELPHIA 43-08"
43-09,PA,Philadelphia,"42101-PHILADELPHIA 43-09"
43-10,PA,Philadelphia,"42101-PHILADELPHIA 43-10"
43-11,PA,Philadelphia,"42101-PHILADELPHIA 43-11"
43-12,PA,Philadelphia,"42101-PHILADELPHIA 43-12"
43-13,PA,Philadelphia,"42101-PHILADELPHIA 43-13"
43-14,PA,Philadelphia,"42101-PHILADELPHIA 43-14"
43-15,PA,Philadelphia,"42101-PHILADELPHIA 43-15"
43-16,PA,Philadelphia,"42101-PHILADELPHIA 43-16"
43-17,PA,Philadelphia,"42101-PHILADELPHIA 43-17"
43-18,PA,Philadelphia,"42101-PHILADELPHIA 43-18"
43-19,PA,Philadelphia,"42101-PHILADELPHIA 43-19"
43-20,PA,Philadelphia,"42101-PHILADELPHIA 43-20"
43-21,PA,Philadelphia,"42101-PHILADELPHIA 43-21"
43-22,PA,Philadelphia,"42101-PHILADELPHIA 43-22"
43-23,PA,Philadelphia,"42101-PHILADELPHIA 43-23"
43-24,PA,Philadelphia,"42101-PHILADELPHIA 43-24"
43-25,PA,Philadelphia,"42101-PHILADELPHIA 43-25"
"430 LOWER OXFORD W",PA,Chester,"42029-LOWER OXFORD W"
"435 UPPER OXFORD",PA,Chester,"42029-UPPER OXFORD"
44-01,PA,Philadelphia,"42101-PHILADELPHIA 44-01"
44-02,PA,Philadelphia,"42101-PHILADELPHIA 44-02"
44-03,PA,Philadelphia,"42101-PHILADELPHIA 44-03"
44-04,PA,Philadelphia,"42101-PHILADELPHIA 44-04"
44-05,PA,Philadelphia,"42101-PHILADELPHIA 44-05"
44-06,PA,Philadelphia,"42101-PHILADELPHIA 44-06"
44-07,PA,Philadelphia,"42101-PHILADELPHIA 44-07"
44-08,PA,Philadelphia,"42101-PHILADELPHIA 44-08"
44-09,PA,Philadelphia,"42101-PHILADELPHIA 44-09"
44-10,PA,Philadelphia,"42101-PHILADELPHIA 44-10"
44-11,PA,Philadelphia,"42101-PHILADELPHIA 44-11"
44-12,PA,Philadelphia,"42101-PHILADELPHIA 44-12"
44-13,PA,Philadelphia,"42101-PHILADELPHIA 44-13"
44-14,PA,Philadelphia,"42101-PHILADELPHIA 44-14"
44-15,PA,Philadelphia,"42101-PHILADELPHIA 44-15"
44-16,PA,Philadelphia,"42101-PHILADELPHIA 44-16"
44-17,PA,Philadelphia,"42101-PHILADELPHIA 44-17"
44-18,PA,Philadelphia,"42101-PHILADELPHIA 44-18"
44-19,PA,Philadelphia,"42101-PHILADELPHIA 44-19"
"440 PARKESBURG N",PA,Chester,"42029-PARKESBURG N"
"445 PARKESBURG S",PA,Chester,"42029-PARKESBURG S"
45-01,PA,Philadelphia,"42101-PHILADELPHIA 45-01"
45-02,PA,Philadelphia,"42101-PHILADELPHIA 45-02"
45-03,PA,Philadelphia,"42101-PHILADELPHIA 45-03"
45-04,PA,Philadelphia,"42101-PHILADELPHIA 45-04"
45-05,PA,Philadelphia,"42101-PHILADELPHIA 45-05"
45-06,PA,Philadelphia,"42101-PHILADELPHIA 45-06"
45-07,PA,Philadelphia,"42101-PHILADELPHIA 45-07"
45-08,PA,Philadelphia,"42101-PHILADELPHIA 45-08"
45-09,PA,Philadelphia,"42101-PHILADELPHIA 45-09"
45-10,PA,Philadelphia,"42101-PHILADELPHIA 45-10"
45-11,PA,Philadelphia,"42101-PHILADELPHIA 45-11"
45-12,PA,Philadelphia,"42101-PHILADELPHIA 45-12"
45-13,PA,Philadelphia,"42101-PHILADELPHIA 45-13"
45-14,PA,Philadelphia,"42101-PHILADELPHIA 45-14"
45-15,PA,Philadelphia,"42101-PHILADELPHIA 45-15"
45-16,PA,Philadelphia,"42101-PHILADELPHIA 45-16"
45-17,PA,Philadelphia,"42101-PHILADELPHIA 45-17"
45-18,PA,Philadelphia,"42101-PHILADELPHIA 45-18"
45-19,PA,Philadelphia,"42101-PHILADELPHIA 45-19"
45-20,PA,Philadelphia,"42101-PHILADELPHIA 45-20"
45-21,PA,Philadelphia,"42101-PHILADELPHIA 45-21"
45-22,PA,Philadelphia,"42101-PHILADELPHIA 45-22"
45-23,PA,Philadelphia,"42101-PHILADELPHIA 45-23"
45-24,PA,Philadelphia,"42101-PHILADELPHIA 45-24"
45-25,PA,Philadelphia,"42101-PHILADELPHIA 45-25"
"450 PENN",PA,Chester,42029-PENN
"453 PENNSBURY N-1",PA,Chester,"42029-PENNSBURY N-1"
"454 PENNSBURY N-2",PA,Chester,"42029-PENNSBURY N-2"
"456 PENNSBURY S-1",PA,Chester,"42029-PENNSBURY S-1"
"457 PENNSBURY S-2",PA,Chester,"42029-PENNSBURY S-2"
46-01,PA,Philadelphia,"42101-PHILADELPHIA 46-01"
46-02,PA,Philadelphia,"42101-PHILADELPHIA 46-02"
46-03,PA,Philadelphia,"42101-PHILADELPHIA 46-03"
46-04,PA,Philadelphia,"42101-PHILADELPHIA 46-04"
46-05,PA,Philadelphia,"42101-PHILADELPHIA 46-05"
46-06,PA,Philadelphia,"42101-PHILADELPHIA 46-06"
46-07,PA,Philadelphia,"42101-PHILADELPHIA 46-07"
46-08,PA,Philadelphia,"42101-PHILADELPHIA 46-08"
